recipe_id,title,ingredients,reference,prediction,method
212,Savory Parmesan Spinach & Artichoke Dip,"8 ounces Philadelphia Cream Cheese, softened 12 ounces marinated artichoke hearts, drained and chopped 10 ounces frozen chopped spinach, thawed and well drained 12 cup kraft shredded mozzarella cheese 12 cup kraft grated parmesan cheese 12 teaspoon garlic powder",Heat oven to 350. Mix ingredients until well blended. Spoon into shallow ovenproof dish. Bake 20 minutes.,"Blend all ingredients (except kraft) in a food processor and process until smooth. Stir in Parmesan cheese, parsley and garlic powder. Pour into a 10-inch springform pan. Sprinkle with mozz. Bake at 350 F for 35-45 minutes until lightly golden brown. Serve hot.",finetuned_top_k
213,Chicken Adobo (Merlyn'S Style)(Philippine Cuisine),2 Tbsp. cooking oil 2 to 3 cloves minced garlic 1 large chopped onion 1 c. soy sauce 1 c. oyster flavored sauce 1 c. vinegar peppercorns bay leaves 2 to 3 lb. cut up chicken parts 1 c. water,"Saute garlic and onion in cooking oil; brown chicken parts. Add all other ingredients. Cook until done or until juice reduced into sauce-like consistency, stirring occasionally. Serve with steamed rice.",Mix all ingredients. Pour over chicken and bake at 350F. Serves 8.,finetuned_top_k
214,Clear Vegetable Soup,1 (10 3/4 oz.) can chicken broth 1 soup can water 1/2 c. sliced carrot 1/2 c. sliced celery 1/4 c. rotelle or other macaroni 1 tsp. chopped parsley,"In 2-quart saucepan over high heat, heat broth, water, carrot and celery to boiling. Add macaroni. Reduce heat to low. Cover; simmer until macaroni is done, about 20 minutes. When serving, sprinkle with parsley in each bowl.","In a slow cooker or food processor, add chicken broth and water; blend well. Add carrots and celery and mix well. Pour soup into slow cooker; cook on high 4 to 6 hrs. After 4 hrs., remove from pan.",finetuned_top_k
215,Meyer Lemon Curd,"2 cups white sugar 3/4 cup butter, at room temperature 4 eggs 4 egg yolks 1 1/3 cups Meyer lemon juice 2 teaspoons grated Meyer lemon zest","Beat sugar and butter together in a large bowl with an electric mixer on low speed until creamy, 2 to 3 minutes. Beat in eggs and yolks one at a time until incorporated. Mix in lemon juice. Transfer mixture to a saucepan. Cook the mixture over low heat, stirring gently until smooth. Increase the heat to medium and simmer gently, stirring constantly, until curd is thick enough to coat a spoon and reaches 170 degrees F (77 degrees C) on a candy thermometer, 15 to 30 minutes. Remove from heat and stir in lemon zest. Transfer curd to a bowl and press a piece of plastic wrap directly onto the surface to prevent a skin forming as it cools. Allow to cool briefly, about 10 minutes. Transfer to the refrigerator and chill until thick.","In a bowl, beat together the sugar and butter until fluffy. Add the yolk mixture and mingle until thick. Sift the first 15 ingredients and toss thoroughly. Spoon into a greased (large size) 9 x 13 inch baking dish. Bake at 250°F for 50 to 55 minutes. Remove from the oven and cool completely. When cool enough to handle, transfer to a wire rack to cool completely before removing and pressing into a bowl. Cool to room temperature for 30-40 minutes, then use a fine strainer to remove from the bowl and return to the freezer. Stir in lemon juice and zest and strain into a large bowl. Whisk in Meyer and lemon zests. Allow to cool. Frost with whipped topping and sprinkle with pecans into prepared crust if desired",finetuned_top_k
216,Les' Spaghetti,"2 c. water 1 small green pepper, finely chopped 1 small onion, finely chopped 1 large can tomato juice 1/2 lb. bacon salt and pepper to taste 1/2 to 1 lb. spaghetti","Put water in medium size saucepan. Add green pepper and onion. Cook 10 minutes. Add tomato juice. Simmer 1/2 hour. Dice bacon and fry until brown. Take out of pan and drain on paper towels. Add to first mixture, along with a little bacon fat, for taste. Cook spaghetti. Drain and combine with tomato juice mixture. Serve.","Prepare a shallow dish. Stir together the water, pepper, onion and tomato juice.",finetuned_top_k
217,Jerusalem Artichoke Soup,"8 cups (or more) canned low-salt chicken broth 1 pound Jerusalem artichokes 1 1/2 pounds russet potatoes, peeled, cut into 1/2-inch pieces 3 leeks, sliced (white and pale green parts only) 2 garlic cloves, minced 1/4 teaspoon dried savory 1/8 teaspoon ground ginger 1/2 teaspoon dried marjoram 1/4 cup heavy whipping cream 1 green onion (dark green part only), chopped","Bring 8 cups broth to boil in large saucepan. Peel Jerusalem artichokes and cut into 1/3-inch thick pieces. Add to broth. Add potatoes, leeks, garlic, savory and ginger. Cover pan and simmer until vegetables are very soft, about 25 minutes. Remove from heat. Stir in marjoram; cool about 20 minutes. Working in batches, puree soup in blender until smooth. Return to same saucepan. Bring soup to simmer. Add cream. Season with salt and pepper. Simmer 5 minutes to blend flavors, thinning with more chicken broth if soup is too thick. (Can be made 1 day ahead. Cover and keep refrigerated. Rewarm soup over medium-low heat before continuing.) Ladle soup into bowls; sprinkle with green onion and serve.",Bring all ingredients to the boil; cover and cook until water comes to a boil. Remove from heat; remove from heat and let stand for 15 minutes (don't drain).,finetuned_top_k
218,Tayler'S Daddy'S Favorite Spaghetti Squash!,"1 large spaghetti squash 1 lb. lean ground turkey 2 cloves garlic, chopped 1 large onion, sliced 1/2 green bell pepper, sliced 1/2 red bell pepper, sliced 1 c. mushrooms, sliced 16 or 20 oz. tomato sauce with Italian seasoning","Cut spaghetti squash in half. Place face down in glass Pyrex in 2 inches of water. Bake 45 minutes at 375°. In separate pan, brown and season to taste ground turkey; add garlic, onion, all the peppers and mushrooms. Let all ingredients cook together 10 to 15 minutes. Add tomato sauce. Season to taste. When spaghetti squash is done, turn squash right side up and fork out spaghetti looking squash. Serve the ingredients over squash. Very tasty!","Cook squash, meat in 1/3 cup liquid, uncovered. Drain. Mix garlic, onion, green pepper and mushrooms. Add spaghetti squash; cover. Cover and simmer for 15 minutes, stirring often. Taste. Reduce heat; cover and simmer 15 minutes longer or until squash is cool. Store spaghetti squash in refrigerator. Add garlic, bell pepper and tomato sauce.",finetuned_top_k
219,Fruit Dip,8 oz. Philadelphia cream cheese 7 oz. Kraft Marshmallow Creme,"Let cream cheese soften, then add Marshmallow Creme and beat until smooth with electric mixer. Makes approximately 25 servings.","Mix cream cheese, Kraft marshmallow and Marshmallow Crisp. Fill dip with fruit. Top with other foods and serve as a snack or as a dessert dish.",finetuned_top_k
220,Sweet Potato Casserole,3 c. cooled cooked sweet potatoes 1 c. sugar 1 can coconut 2 eggs 1 tsp. vanilla 1/2 stick margarine,Blend well into greased casserole dish.,"Cook sweet potatoes until set. Drain. Add sugar, salt, margarine and vanilla. Cook on low for 4 to 5 hours. Makes 1 1/4 to 3 cues.",finetuned_top_k
221,Spicy Tuna Rolls,"2 tablespoons canola oil 1/2 red onion, sliced thin 1 carrot, peeled and julienned 1/2 cup sliced shiitake mushrooms 1 tablespoon garlic 1 teaspoon sriracha or hot sauce 1 tablespoon soy sauce 1/2 lime, juiced 1 tablespoon freshly chopped cilantro leaves 1 egg white 1/2 teaspoon cornstarch 10 egg roll wrappers 1 pound fresh yellowfin tuna, cut into 1/2 by 3-inch strips Scallions, for garnish Orange slices, for garnish Citrus Dipping Sauce, recipe follows 3 oranges, juiced 1 tablespoon soy sauce 1 tablespoon honey 2 tablespoons sliced scallion Pinch red pepper flakes Pinch kosher salt Pinch coarse ground black pepper","In a large saute pan over medium-high heat, add 2 tablespoons of oil. Add the onions, carrots, mushrooms, garlic, sriracha, soy sauce and lime juice. Cook until the vegetables are softened, stirring frequently. Remove from heat and transfer to a medium-sized bowl. Add the cilantro and allow the mixture to cool. In a small bowl combine the egg white and cornstarch. This will be used as an egg wash. Preheat oil in a deep-fryer to 350 degrees F. On a flat work surface, lay out 1 egg roll wrapper. Add a layer of vegetables to the lower part of the wrapper and top with 1 strip of tuna. Brush the sides of the wrapper with egg wash and roll up tightly once, bringing the sides over, and then continue to roll until finished. Put the roll on a large plate and repeat with remaining wrappers and filling. Fry the egg rolls, in batches, until golden brown, about 2 minutes. Remove egg rolls to paper towels to drain. Transfer the rolls to a serving platter, garnish with scallions and orange slices and serve with Citrus Dipping Sauce. Citrus Dipping Sauce: In a small bowl, mix all ingredients and reserve.","In a large skillet, saute onion and carrot over med-high heat. Add vegetables and fry until done, stirring occasionally. Add mayo, hot sauce, lime juice and cilantro, stirring until mixture has thickened. Stir in egg whites, cornstarchy, eggs, juice and cornstajeels. Bring to a boil. Reduce heat and simmer, stirring often, 8 to 10 minutes. Drain and use in an airtight container if desired.",finetuned_top_k
222,Chicken And Cornbread Dressing,"1 large chicken 1 Tbsp. salt 2 cans cream of chicken soup 1 large onion, chopped 1 large pan cornbread 2 Tbsp. sage 5 biscuits 1 tsp. pepper","Cook chicken in large pot with salt until it comes off bones. Take out of pot; remove bones and skin. In the broth, put 1 can cream of chicken soup, onion, sage and pepper. Add cornbread and biscuits; stir all of this together. Stir in chicken. Pour into baking pan; bake 1 hour at 350°. Serve with giblet gravy made from 2 boiled eggs and the giblets from the chicken. Mix in 1 can cream of chicken soup.",Bring soup to a boil; add can of milk and simmer until hot. Add onions; cover and mix well. Add meat; mix well and refrigerate for 1 hour. Mix in cheesecloth. Bake at 400° for about 30 minutes; bake another 5 minutes.,finetuned_top_k
223,Hot Dip,"2 lb. Velveeta 6 oz. diced red pimentos 1 small can diced green chilies 1/2 Tbsp. minced garlic 2 large jalapeno peppers, chopped 1/2 small bell pepper, minced","Melt in double boiler. Serve with bread sticks, chips or crackers.","Toss ground Velveeteta with chopped green chiles, chopped bell pepper and garlic, green chimes and jalapa. Mix well with remaining ingredients. Serve hot or at room temperature. Note: may need to adjust to desired size of dip for different flavor.",finetuned_top_k
224,Creamy Dijon-Dill Potato Salad,"3 lbs potatoes, peeled 1 dash salt and pepper 2 stalks celery 1 cup mayonnaise 1/2 of a yellow onion, finely chopped 1/4 cup tightly packed chopped fresh dill 1 -2 tablespoon vinegar 1/2 lemon, juice of 1 tablespoon Dijon mustard 3 hard-boiled eggs","Put potatoes in large pot with enough water to cover potatoes. Season water with salt and bring to boil. Cook potatoes just until tender enough to pierce with a fork - about 25 minute. Drain potatoes and return to uncovered pot off the heat. Let them sit until almost room temperature. Cut up celery and mix with 3/4 tsp salt, and the remaining ingredients in a bowl large enough to hold the potatoes. When potatoes are cooled, cut them into 1 inch pieces and add them to the bowl. Stir in gentle until all potatoes are covered with the dressing. Cover and refrigerate until ready to serve.","Cook potatoes in boiling salted water until tender. Drain; cut into small cubes. Drain well; discard stems. Place onions on top. Top with parsley. Sprinkle with salt, pepper and dill. Cook for 12 minutes or until thickened. Drain to drain. Spoon into 12 x 8-inch baking dish. Combine mayonnaising and vinegar; pour over potatoes. Stir into mixture. Spray over salt and cover. Broil 25 minutes or till potatoes are slightly golden, turning once.",finetuned_top_k
225,Frozen Fruit Salad,"1 (16 oz.) can fruit cocktail, drained 1 small pkg. cream cheese, softened 1 small tub Cool Whip, thawed 1 small jar maraschino cherries, halved","Put fruit cocktail in blender and blend until pureed. Add cream cheese, blending well. Add Cool Whip and blend until completely mixed. Pour into 9 x 9-inch pan. Stir in maraschino cherries, distributing evenly. If desired, add some of the liquid from the cherries or food coloring for color. Freeze until firm. Cut into squares and serve.",Combine ingredients; pour into a 10-inch mold and chill overnight.,finetuned_top_k
226,Braciole (Bree-Zshole)...Italian Stuffed & Rolled Flank Steak,MEAT &amp; FILLING 1-1/2 lb flank - butterflied Minced garlic; at least 4 cloves Chopped fresh Italian parsley 1/2 cup fresh basil - chiffonade 1 cup micro-plane grated Pecorino Romano cheese 6-8 thin slices prosciutto Fresh ground pepper 1/4 cup olive oil SAUCE 2 lb crushed plum tomatoes with basil 6-8 cloves smashed and chopped garlic 1/2 teaspoon oregano Salt/Pepper,"Butterfly the flank - see step 2 (or ask the butcher to do it). Cover with plastic wrap and pound out it out to an even thickness; and you can trim to square off the meat, if needed - for easy for rolling. At this point decide if you would like to make one large roll or smaller rolls; if not, then divide the meat into 2-3 pieces. Here is a helpful 1 minute demo butterflying the flank:
http://www.cuisineathome.com/extras/050/video/butterflying-flank-steak/ Sprinkle the interior of meat with pepper, garlic, parsley, basil, cheese and prosciutto (I don't salt this, the cheese is enough). Roll the meat jellyroll fashion with the grain - so that it will be cut against the grain when serving. Tie the roll(s) up with butcher string about every 1-1/2 inch. Heat the oil in a large heavy skillet and sear to brown the meat thoroughly on all sides. Add the crushed plum tomatoes and seasonings to the browned braciole. Cover skillet. Simmer the meat for at least 2 hours, or until beef is tender when pierced with a knife. When ready, place on serving platter, let it sit for 10-15 minutes, cut the string and slice about every 2 inches...spoon some sauce over and serve.","Brown flank steak in skillet on high. Grill until all sides are cooked through, about 20 minutes. Remove grill, and brush steak with a little water. Drain excess liquid from skillet. Heat remaining 1/3 cup oil in skillet over medium flame/warm/frosting. Add garlic; cook until tender, 1 minute. Add parsley, basil and oreganos. Stir until evenly coated. Stir in meat mixture. Sprinkle lightly with pepper. Place in freezer 4 hours. Preheat grill to 425 degrees. Pre-heat grill. Grill steak on lowest broiler, covered, for 20-30 minutes until crisp, rotating pan occasionally.",finetuned_top_k
227,Homos Bi Tahini,"1 can garbanzo beans 3 Tbsp. tahini 1/2 c. lemon juice (fresh) 1 1/2 tsp. garlic salt 1/2 tsp. salt olive oil, paprika and parsley twigs","Bring to a boil the contents of the can of garbanzo beans and simmer for 10 to 15 minutes. Save the juice from the beans to be used later if the mixture is too thick and needs thinning. Using a food processor, place all the ingredients (with the exception of the olive oil, paprika and parsley twigs) and blend until mixture is smooth. Taste to see if you want to add more lemon juice or salt to mixture. Pour into a nice serving dish; drizzle olive oil on top. Sprinkle with paprika and add a couple of parsley twigs for added decoration. Pita bread can be cut into triangles and used to dip into Homos. I usually double this recipe which serves 6 to 8 people. Import stores have the tahini.",Chop and add to beans and lemon juice. Sprinkle tahinis over beans and spices. Cook and stir in garlic salt.,finetuned_top_k
228,Dim Sum at Home,100 grams Chicken tenders 4 stalks Chinese chives 8 pieces Shumai skins 2 tbsp Shaoxing wine 1 Salt and pepper 1 Katakuriko 2 tbsp Soy sauce 2 tbsp Chinese chicken stock granules 1 tsp Finely chopped garlic 1 tsp Minced Japanese leek 1 Ra-yu,"Remove the sinew from the chicken tenders, and slice each of them into 4 thin pieces. Season them with shaoxing wine, salt and pepper, and coat them with katakuriko. Cut the Chinese chives into 3 cm lengths. Boil the chicken tenders in boiling water for 3-4 minutes each. Cook the Chinese chives as well. Drop a piece of shumai skin into the boiling water and take it out after 15-20 seconds. Place it onto your palm, and wrap the chicken and Chinese chives with it. Repeat and make 8 dumplings. Combine the ingredients to make the sauce beforehand and spread it onto a plate. Place the dumplings from Step 4 onto the Step 5 plate and they are done.","Cut about 2 cm of long, wide wings into pieces. Make a large frying pan, stir 1 tbsp of the chicken soup, Shaoxings wine, and salt and pepper. Heat the remaining ingredients - but do not boil - stir over high flame, and cook over low flame, until just cooked and cooked - 1 1/2 mins. Turn off the heat and bring to a boil and cover with cold water. Reduce heat, cover and boil for 2 to 3 mins or until tender, stirring occasionally. Remove from heat and set off the kettle. Keep warm with a little water when you return it to the cooker. When ready add the ketchup, soy sauce and garlic; stir and serve.",finetuned_top_k
229,Flag Cake,"2 c. Flour, sifted 1 tbsp. Baking Powder 1/4 tsp. Salt 4 jumbo Eggs 2 c. Sugar 1 tsp. Lemon Extract 1 pt. Fresh Strawberries 1 tsp. Vanilla Extract 1 c. Milk, scalded 1 pt. Whipping Cream 1/2 c. Confectioners Sugar 1/2-1 tsp. Vanilla 50 Fresh Whole Blueberries, dry","Grease 13 x 9 pan, line with wax paper. Grease again. Sift Flour, baking powder and salt and set aside. In another bowl, beat eggs and add sugar and extracts. Scald milk and add to dry ingredients. Add egg mixture. Pour into prepared pan and bake at 350° for 35-40 minutes. When done, let cool in pan at least 30 minutes. Whip the cream and add confectioners sugar and vanilla. Slice the strawberries. Slice cake lengthwise. Take 1 1/2 cups of frosting mixture and add strawberries (reserve enough for garnish) and spread for filling. Add top layer and frost with remaining cream. With remaining strawberries, make 4 rows to form stripes and the 50 blueberries to form starts.","Combine flour, baking powder and salt; add sugar and lemon extract. Stir in eggs and sour cream and beat until blended. Combine milk, butter and vanilla in double boiler from bowl of electric mixer over low speed. Pour onto greased 13x9-inch baking pan and bake at 350°F for 20 to 25 minutes (or until a toothpick inserted in center comes out clean after 10 minutes) or until a deep brown crust begins to appear. Remove from pans. Cool. Beat eggs in double mixer until thick and creamy. Spoon into greased pan.",finetuned_top_k
230,Pasta Primavera With A Twist,"1 (10 3/4 oz.) can Campbell's cream of chicken and broccoli soup 1/2 c. milk 1/4 c. grated Parmesan cheese 1/8 tsp. garlic powder 1/8 tsp. pepper 2 c. broccoli flowerets 1 c. thinly sliced carrots 1 (10 oz.) can chunk white chicken, drained 2 1/2 c. hot cooked corkscrew macaroni (2 c. dry)","Prepare macaroni per package directions. In 2-quart saucepan, combine soup, milk, cheese, garlic powder and pepper. Add broccoli and carrots. Bring to boil over medium heat. Cover; cook over low heat 5 minutes or until vegetables are tender, stirring often. Add chicken; heat thoroughly, stirring often. Serve over macaroni; toss before serving.","Mix soup and milk; set aside. Mash soup mix with a potato masher. Add broccoli, cheese and carrot mixture; cook and stir until cheese melts.",finetuned_top_k
231,Cheesy Chicken Corn Chowder,1 whole small chicken breast 1/4 c. chopped onion 1/4 c. chopped celery 1 (10 3/4 oz.) can condensed cream of chicken soup 1 (8 3/4 oz.) can whole kernel corn 1/2 c. milk 1/2 c. shredded American cheese 2 Tbsp. chopped pimiento,"In a saucepan, combine chicken, onion, celery and 1/2 cup water. Bring to boiling. Reduce heat, cover and simmer 15 to 20 minutes. Remove chicken. When cool enough to handle, cut off meat and chop. Discard skins and bones. Return meat to broth. Stir in remaining ingredients. Cook, uncovered, for 10 minutes. Makes 4 main dish servings.","Mix vegetables, soup, milk, cheese and pimientos together. Pour over chicken; sprinkle with pimient and serve.",finetuned_top_k
232,Slow-Roasted Beef And Garlic With Mustard Cream,"18 None baby onions 5 1/2 lbs beef rib roast 2 tbsp olive oil 1/2 cup red wine 2 sprigs fresh thyme, leaves picked 2 bulbs garlic, tops removed 1 cup beef stock 1/2 cup sour cream 2 tbsp wholegrain mustard None None Steamed green beans, to serve","Preheat the oven to 250°F. Place onions in heatproof bowl; cover with boiling water. Let stand for 5 mins. Drain; peel away the skins. Brush beef all over with oil. Cook in heated flameproof roasting pan until browned all over. Add wine; simmer, uncovered, until reduced by half. Remove from heat. Sprinkle beef with thyme. Add garlic, peeled onions and stock to pan; cover tightly. Roast for 2 hours 30 mins. Uncover; baste meat with pan juices. Roast, uncovered, for 2 hours. Cover; let stand for 30 mins before slicing. Combine sour cream and mustard in a small bowl. Serve beef with onions, garlic, strained pan juices, mustard cream and steamed green beans.","Cook onions until tender. Drain all liquid from meat. Cook, turning, until onions are done. Add wine and beef stock. Put in shallow roasting pan. Cover and let stand 4 hours or uncovered 1 1/4 hours or until meat is cool. Season with mustard and serve.",finetuned_top_k
233,Chicken Parmigiana,4 whole boneless chicken breasts 3 slightly beaten eggs 1 tsp. salt dash of pepper 1 c. bread crumbs 1/2 c. oil 2 c. tomato sauce 1/2 tsp. basil 1/4 tsp. garlic salt 2 Tbsp. butter 3/4 c. Parmesan cheese 8 oz. shredded Mozzarella cheese,"In a bowl, mix bread crumbs with salt and pepper; set aside. Lightly pound each chicken breast and dip in egg mixture, then in bread crumbs. Brown quickly in hot oil and remove to casserole. Remove excess oil. Add tomato sauce and spices to skillet. Heat to boiling, then simmer for 10 minutes. Add butter and pour this over chicken. Sprinkle generously with Parmesan cheese, cover and bake at 350° for 30 minutes. Top with grated Mozzarella cheese and bake 10 minutes longer, uncovered. Serves 4 generously.","Fry chicken breasts according to package directions. Add eggs one at a time. Toss bread crumb mixture with salt, pepper, oil, tomatoes and basil. Spoon in prepared pan. Broil, uncovered, in 375° oven for 30 minutes. Pour on bread crêpes. Sprinkle Parmesan over chicken and bake until crisp.",finetuned_top_k
234,Indonesian Pork Tenderloin,"1/2 each pork tenderloin 1 each lemon green, juiced 2 tablespoons soy sauce, tamari 2 tablespoons brown sugar 2 each garlic cloves crushed 1 tablespoon cumin 1 tablespoon curry powder 1 teaspoon sambal ulek (ground chili peppers and salt) 1 tablespoon sesame oil 2 tablespoons peanut oil",Marinate pork tenderloin in other ingredients for 2 hours in covered container in the fridge. Brown on all sides in hot pan for no more than 10 minutes. Serve with fried bananas and Serundeg.,Put all ingredients in a pot of boiling vegetable. Simmer on high 5 to 7 hours. Yields 8 servings.,finetuned_top_k
235,Swiss-Stuffed Mushrooms,"1 lb. medium mushrooms salt 2 Tbsp. butter, melted 1/2 c. fine dry bread crumbs 1/2 c. (2 oz.) shredded Swiss cheese 1 egg, beaten 1 tsp. dried parsley flakes 1 tsp. crushed dried whole dill weed 1/4 to 1/2 tsp. grated lemon rind 2 Tbsp. lemon juice","Clean mushrooms. Remove stems and set aside. Sprinkle inside of caps with salt. Chop stems finely; saute in butter over medium heat 3 to 4 minutes. Add remaining ingredients, except mushroom caps, mixing well.",Heat bread crumb mixture in double boiler. Stir in mushrooms. Cook until tender. Add butter and stir until just blended. Spoon on bread crum mixture and bake at 375° for 35 to 45 minutes.,finetuned_top_k
236,Grilled Parmesan Broccoli,6 cups fresh broccoli stems 2 1/2 tablespoons lemon juice 2 tablespoons olive oil 1/4 teaspoon salt 1/4 teaspoon pepper 3/4 cup grated parmesan cheese,"Place broccoli in large bowl. Combine next four ingredients, drizzle over broccoli, and toss to coat; let stand for half an hour. Spray grill rack before preparing grill for indirect heat. Toss broccoli again and drain marinade; place Parmesan in large ziploc bag and shake broccoli, a few pieces at a time, with the cheese to coat. Grill broccoli, covered, over indirect medium heat for 8-10 minutes on each side or until crisp-tender.","Place broccoli stems in a greased bowl, and toss with lemon juice, oil, and salt. Cover and set aside. In a small saucepan, whisk together the parmesen and the cheese-side of the broccoli. Cook gently until combined. Transfer to a buttered pan. Add broccoli slices to pan and cook through. Remove from pan, and set the broccoli to cool. (This can be made at a later time, if desired.) Remove to a plate to be ready to eat.",finetuned_top_k
237,Lemon Cornmeal Dippers,"1 cup unsalted butter, softened 34 cup sugar 12 teaspoon salt 1 large egg 2 teaspoons finely grated lemon peel 1 teaspoon fresh lemon juice 1 34 cups flour 2 tablespoons flour 1 cup yellow cornmeal","Beat butter, sugar and salt in large bowl with mixer until fluffy. Beat in egg, lemon peel and juice. On low speed, beat in flour and cornmeal. Shape heaping teaspoonfuls of dough into 4 to 5 inch ropes, about 1/2 inch thick. For ""S"" shapes and place on ungreased cookie sheets. Bake at 350 degrees for 20 minutes or until golden brown- Remove to wire rack to cool.","Butter and whip butter until light and fluffy, turning occasionally with the paddle attachment. Add the sugar, salt, eggs and lemon juice. Add flour, white and pale cornmeal. Add butter and mix firmly. Cover well and refrigerate until ready to use.",finetuned_top_k
238,Baensch Press (Herring Cocktail),"1 whole herring, pickled piece of picked herring marinated in wine sauce 2 ounces vodka your favorite vodka, chilled","Pour vodka into a large shot glass, garnish with a piece of herring. Add your favorite toast and slug her down. Youll have good luck the whole year through!","In sauce, add all the cocktail ingredients except the marinade that you are using to create the Herring's Marinade. Remove marinading from bottle with a slotted spoon and toss with your favorite Herring Cocktails in batches, stirring constantly. Strain into a colander and cool on racks. Pour over chilled martini glasses and enjoy!",finetuned_top_k
239,Lesa'S Crab Dip,"2 to 3 green onions, chopped and sauteed lightly in microwave 1 c. mayonnaise 1 (8 oz.) pkg. cream cheese 1/3 c. Parmesan cheese 1/2 tsp. or more garlic powder 1/2 tsp. paprika Louisiana red hot sauce to taste red pepper (preferably cayenne) 1/4 lemon (only the juice)","Mix all this well. Taste and add spices to taste. Then carefully pick through 1/2 pound fresh crabmeat. Add to mixture. Bake at 300° for 30 minutes or until set. (Can refrigerate several hours before baking.) Serve hot with small, sliced French bread.","Brown onions in oil in large skillet. Combine mayonnais, Parmesan, garlic powder and paprika. Stir in chili, lemon juice and pepper. Pour over onions. Bake in a 350° oven for 30 to 45 minutes or until edges are golden brown. Serve immediately.",finetuned_top_k
240,Low-Fat Chocolate Cake,1 1/2 c. all-purpose flour (less 2 heaping Tbsp.) 3 1/4 tsp. baking powder 3/4 tsp. salt 1 small c. sugar 1/2 c. egg substitute 1/2 c. skim milk 2 Tbsp. cocoa 4 oz. stick margarine,Sift dry ingredients into bowl. Add all other ingredients. Beat together for 3 minutes. Pour into pan (approximately 8 x 2 1/2 x 5-inch). Bake at 375° for 40 minutes. Turn onto wire rack and allow to cool. Frost as desired.,"Combine flour, soda, salt and sugar. Sift dry ingredients together with electric mixer. Spread into 9 x 13-inch pan. Grease 13 x 9-inch baking pan; line with foil. Combine flour mixture and eggs until well combined. Beat with an electric mixer on medium speed until combined. Pour into prepared pan. Bake until golden and bubbly, 10 minutes. Cool in pan 1 hour. Cut into bars, according to taste.",finetuned_top_k
241,Peanut Butter Pie,3/4 c. powdered sugar 1/2 c. peanut butter 2 (3 oz.) or 1 (6 oz.) box vanilla pudding 1 (8 oz.) carton Cool Whip 1 baked 8 or 9-inch pie shell,Crumble together powdered sugar and peanut butter; set aside. Cook pudding according to directions on box. Cool.,Mix ingredients. Pour into pie shell. Roll pan in powdered sugar or 1/4 cup peanut butter mixture. Bake at 350° for 1 hour.,finetuned_top_k
242,Cocktail (Pickled) Carrots,"1 cup water 34 cup white vinegar 2 tablespoons sugar 1 teaspoon salt 5 medium carrots, peeled and cut into 4-inch lengths 1 large garlic clove 14 teaspoon chili flakes 14 teaspoon dried oregano","1. To make brine, bring water, vinegar, sugar and salt to a simmer. 2. Remove from heat. 3. Place garlic, chili flakes, oregano and carrots into a jar. 4. Cover with hot brine. 5. Cover and let cool at room temperature for about an hour, then refrigerate for at least 2 hours.","Bring water, vinegar and sugar to a boil in a medium saucepan over medium heat. Bring to a simmer and cook until bubbles form; drain thoroughly. Toss carrots and garlic in the saucepan and bring to a gentle simmer. Reduce heat and simmer until carrots and carrot pieces turn brown, about 1 minute.",finetuned_top_k
243,Chocolate Chip Cookies,3/4 c. butter flavor Crisco 1 1/2 c. firmly packed light brown sugar 2 Tbsp. milk 1 Tbsp. vanilla 1 egg 1 3/4 c. flour 1 tsp. salt 3/4 tsp. baking soda 1 c. semi-sweet chocolate chips 1 c. chopped pecans (optional)*,*If nuts are omitted add an additional 1/2 cup chocolate chips.,"Preheat oven to 350°. Butter 9 x 13 x 2-inch baking pan. Press butter and sugar into ungreased shallow pan. Stir in milk. Beat eggs one at a time on medium-high speed until blended. Add vanilla and egg until well blended, stirring well and shaking off excess foam. Stir wet mixture into butter mixture. Cover with unbaked pan. Bake for 30 minutes, stirring occasionally. Allow to cool completely and shape into 8 biscuits.",finetuned_top_k
244,Tiger Cookies,1 c. semi-sweet chocolate morsels 3 c. Kellogg's Frosted Flakes 2 c. sifted flour 1 tsp. baking soda 1/2 tsp. salt 1 c. margarine 1 c. sugar 2 eggs 1 tsp. vanilla,"Melt chocolate morsels over very low heat, stirring constantly, or over hot, but not boiling, water. Measure sugar frosted flakes, then crush to 1 1/2 cups. Set aside. Sift flour, soda and salt together. Beat butter and sugar together until light and fluffy. Add eggs and vanilla; beat well. Add dry sifted ingredients; mix thoroughly. Fold in sugar frosted flakes. Swirl warm melted chocolate lightly through batter. Drop tablespoons onto ungreased baking sheet. Bake 12 minutes at 375°.","In small bowl, stir together chocolate morsel, flour, baking soda, salt and margarine. Stir in eggs; blend in sifted sugar and vanilla. Bake at 375° for 35 minutes. Makes about 2 dozen dozen cookies.",finetuned_top_k
