recipe_id,title,ingredients,reference,prediction,method
292,Lobster Stew Or Bisque Recipe,5 tbsp. butter 4 tbsp. flour 1 teaspoon salt 1/8 teaspoon pepper 3 c. lowfat milk or possibly 1 1/2 c. evaporated lowfat milk and 1 1/2 c. water 1 c. bouillon or possibly chicken broth 1 pound lobster meat 1 sliced med. onion A sprig parsley 1/2 c. cream,"Heat butter in large saucepan. Stir in flour, salt, and pepper. Add in lowfat milk and bouillon gradually while stirring. Cook over low heat till mix thickens. Add in lobster, onion, and parsley. Cover and simmer over low heat for 10 min. Add in cream. For bisque, strain through sieve before adding cream.","Preheat oven to 350°. In a large bowl, combine butter, flour, salt, pepper and pepper. Stir in milk, broth, lobster meat, onion and parsley. Pour into a greased and floured 13 x 9 x 2-inch baking dish. Bake at 350° for 20 to 25 minutes or possibly till golden brown.",finetuned_beam
293,Orange Icing Glaze,"2 cups icing sugar 1/4 cup butter, softened 2 -3 tablespoons orange juice 1 1/2 teaspoons orange zest or 1 1/2 teaspoons orange extract","Beat all ingredients together, adding more or less juice to make icing proper consistency. Ice or dip cookies into icing. Enjoy!","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. Combine icing sugar, butter, orange juice, zest, and orange extract in a medium saucepan. Bring to a boil over medium heat, stirring constantly, until sugar dissolves. Remove from heat; stir in orange juice and zest. Pour into prepared baking dish; sprinkle with orange juice mixture. Bake 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
294,Joe'S Jambalaya,"1 lb ground beef 1 small onion, chopped 3 cups pasta, cooked and drained 2 cups cream of mushroom soup 1 large can diced tomatoes 1 cup grated cheese","Brown ground beef and onion, and drain. In a 9 x 13 pan, layer pasta, beef and onion, soup, tomatoes and cheese. Bake at 350 degrees for 30 minutes until bubbly.","Brown ground beef and onion in large skillet over medium-high heat. Add soup, tomatoes and cheese. Cover and cook, stirring occasionally, until cheese is melted, about 10 minutes.",finetuned_beam
295,Touchdown Poke Cupcakes,"1 pkg. (2-layer size) white cake mix 1 cup boiling water 1 pkg. (3 oz.) JELL-O Gelatin, any flavor 1 tub (8 oz.) COOL WHIP Whipped Topping, thawed 1-1/2 cups ready-to-spread chocolate frosting 1/4 cup white decorating icing","Heat oven to 350F. Prepare cake batter using the egg white version, and bake in 24 paper-lined muffin cups as directed on package. Cool in pans 15 min. Pierce cupcakes with large fork at 1/2-inch intervals. Add boiling water to gelatin mix; stir with whisk 2 min. until completely dissolved. Spoon over cupcakes. Refrigerate 3 hours. Frost cupcakes with COOL WHIP. Draw footballs on cupcakes with frosting. Use decorating icing to draw the laces.","Preheat oven to 350°. Grease and flour a 9 x 13-inch pan. In a large bowl, combine cake mix, boiling water, gelatin, and white frosting. Stir until well blended. Pour into prepared pan. Bake in preheated oven for 30 minutes or until a toothpick inserted in center comes out clean. Cool on wire rack for 10 minutes before removing to wire rack to cool completely.",finetuned_beam
296,Rogene'S Cauliflower Cashew Salad,"1 head iceberg lettuce, washed and torn into small pieces 1 head cauliflower, washed and cut into bite-sized pieces 2 cups shredded cheddar cheese 2 cups seasoned croutons 2 cups cashews Dressing 1 cup mayonnaise or 1 cup salad dressing 1/2 cup sugar 1/4 cup grated parmesan cheese","Combine lettuce, cauliflower, cheese, croutons and cashews. Set aside while preparing dressing. To make dressing: Stir together the mayonnaise, sugar and Parmesan cheese. The dressing and salad can be made ahead of time and combined just before serving. Tips: try adding 1/2 cup chopped green onions. Adjust the sugar to your taste. A lower calorie option would be to use plain yogurt instead of mayonnaise or salad dressing.","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the lettuce, cauliflower and cheese; toss to coat. In a small bowl, mix dressing, mayo and sugar until well blended. Pour dressing mixture into a greased and floured 9 x 13-inch baking dish. Bake for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
297,Snowy Ice Cream,"1 c. milk 1 egg, beaten 1/2 c. sugar dash of salt 1 tsp. vanilla clean fresh snow","Blend the ingredients well and add clean, fresh snow until absorbed and it looks like ice cream. (Tastes like frozen custard.)","Combine milk, egg, sugar, salt and vanilla. Mix well. Pour into a 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
298,Strawberry Spinach Salad(12 To 16 Servings),"2 lb. loose fresh spinach 1 qt. fresh strawberries, sliced 1 (2 oz.) pkg. slivered almonds 1 (2.25 oz.) pkg. sliced almonds","Toast almonds in 400° oven on cookie sheet. Stir about 10 minutes until golden brown. Wash spinach, pat dry, remove stems. Tear into bite-sized pieces. Combine spinach, strawberries and almonds in large bowl. Cover and chill. Just before serving pour Poppy Seed Dressing over salad and toss gently.",Cut spinach into 1/2-inch cubes. Drain well. Add strawberries and almonds. Mix well. Pour into a 9 x 13-inch baking dish. Sprinkle with almonds. Bake at 350° for 30 minutes.,finetuned_beam
299,Broccoli And Angel Hair Pasta Recipe,1 lrg broccoli head 1 lb Angel hair pasta 1 x Garlic elephant head 1/2 c. Margarine or possibly butter Extra virgin olive oil Crushed red pepper Parmesan cheese White pepper,"Cut broccoli into small pcs. Chop elephant head garlic into small pcs. Place broccoli in a microwave safe container. Add in about 1/4 c. water. Cover lightly with plastic wrap. Cook in microwave on high for 3-5 min. Check for doneness. Want to keep broccoli a little crisp. While broccoli is cooking, cook angel hair pasta till slightly hard. Drain. Heat the stick of butter in the pan you cooked angel hair in. Add in angel hair back to pan and toss to coat pasta. Add in broccoli and toss lightly. Pour some extra virgin olive oil in a small frying pan. Add in minced garlic and some crushed red pepper. Brown garlic. Garlic will clump together when done. Pour over pasta and broccoli. Sprinkle with parmesan cheese. Can add in some white pepper if you like. Toss till well mixed.","Preheat oven to 350°. In a large bowl, combine broccoli, pasta, garlic, elephant head, margarine, olive oil and pepper. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Bake at 350° for 30 minutes or possibly till golden brown.",finetuned_beam
300,Bake-tastic Butternut Squash Fries,"1 butternut squash (large enough to yield 1 pound once peeled and sliced) 1/8 teaspoon coarse salt, plus more, optional Ketchup, as dip, optional","Preheat the oven to 425 degrees F. Peel squash with a vegetable peeler. Slice the ends off the squash, and then cut it in half width-wise. Cut the round bottom piece in half lengthwise and scoop out the seeds. Using a crinkle cutter or a knife, carefully cut squash into spears or French-fry shapes. Thoroughly blot moisture away with paper towels, and sprinkle evenly with salt. Spray a broiler pan, a baking rack placed over a baking sheet, or a baking sheet with nonstick spray, and then place spears flat on it. Bake in the oven 20 minutes, and then carefully flip spears. Continue to bake until tender on the inside and crispy on the outside, about 20 minutes longer. Serve with ketchup for dipping, if using. Enjoy! PER SERVING (entire recipe): 204 calories, less than1g fat, 258mg sodium, 53g carbs, 9g fiber, 10g sugars, 4g protein","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine squash, salt, and pepper; toss to coat. In a small bowl, whisk together mustard, ketchup, and mustard mixture. Pour into a greased and floured 13x9-inch baking dish. Bake for 15 minutes or until a knife inserted in the center comes out clean. Cool on a wire rack.",finetuned_beam
301,Cajun Chicken With Collard Greens,"4 tablespoons olive oil 24 ounces boneless skinless chicken breasts 2 teaspoons blackening seasoning or 2 teaspoons cajun seasoning kosher salt & freshly ground black pepper 4 garlic cloves, sliced 1 red bell pepper, sliced 1 bunch collard greens, stems discarded and leaves cut into strips (about 10 cups) 1 (15 ounce) can black-eyed peas, drained and rinsed","In a skillet, heat 1 tablespoon oil over medium heat; season the chicken with the blackening seasoning or Cajun seasoning, 1/4 teaspoon salt, and 1/4 teaspoon pepper. Cook until browned and cooked through, about 6 to 7 minutes per side; transfer to serving plates. Meanwhile, heat a second skillet, over medium high heat with 3 tablespoons oil; add garlic, red pepper, cook, tossing frequently, until softened about 2 to 3 minutes. Add the collards, 3/4 teaspoon salt, 1/4 teaspoon pepper and cook, tossing, until collards are just tender, 5 to 7 minutes. Stir in black eyed peas and cook until heated through, 1 or 2 minutes more.","Heat the oil in a large skillet over medium-high heat. Add the chicken and cook, stirring occasionally, until the chicken is cooked through, about 5 minutes. Remove from the heat and set aside. In a large bowl, combine the blackening, seasoning, and pepper. Stir in the garlic and green bell peppers. Season with salt and pepper and toss to coat. Transfer the chicken to a serving platter and serve.",finetuned_beam
302,My Green Salad,"1/2 head romaine lettuce 1/2 cucumber 1/2 avocado 1/4 green pepper (optional) 2 -3 teaspoons blush wine, viniagrette","Tear romaine, slice cucumber, cube avocado. Combine. Add dressing. Eat.","In a large bowl, combine lettuce, cucumber, avocado, green pepper, blush wine and vinaigrette. Cover and refrigerate for at least 1 hour.",finetuned_beam
303,Raisin Pecan Pie,1 c. butter 2 c. sugar 1 tsp. cinnamon 1 Tbsp. flour 1 Tbsp. vinegar 4 eggs 1 c. pecans 1 c. raisins,"Cream together butter, sugar, cinnamon and flour. Add vinegar and eggs. Add pecans and raisins. Bake at 400° in 2 pie shells for about 10 minutes. Then turn to 300° for 35 to 40 minutes. To prevent pies from browning too fast, place pan of water on top rack.","Cream butter and sugar. Add cinnamon, flour, vinegar and eggs. Mix well. Pour into greased 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
304,Triple Chocolate Cake,1 box chocolate cake mix 1 box instant chocolate pudding 1 pack chocolate chips 3 eggs 1/3 c. oil 2/3 c. water 1 c. milk,Mix all ingredients together. Pour in greased tube pan. Bake for 45 minutes to 1 hour at 350°.,"Preheat oven to 350°. Grease and flour a 9 x 13-inch pan. Combine cake mix, pudding, eggs, oil, water and milk. Mix well. Pour into pan. Bake at 350° for 30 minutes.",finetuned_beam
305,"Grilled Ham, Egg And Cheese Sandwich","3 slices honey-roasted ham 1 slice swiss cheese 1 slice cheddar cheese 1 egg 2 slices sourdough bread 2 tablespoons butter, divided","Melt 1 tablespoon of butter in frying pan over medium heat. Add egg and fry until cooked to your preference. (Yolk can either be broke or not as to your preference.) In a nonstick pan, fry ham until warm and lightly brown. Remove from pan and keep warm. On one slice of sourdough bread, layer slice of cheddar cheese, ham, slice of swiss cheese and fried egg. Top with other slice of bread. Brush melted butter on sandwich and place buttered side down in skillet used to fry ham. Brush melted butter on top. After a few minutes, flip sandwich over and fry until golden brown and cheese is melted.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 x 13-inch baking dish. In a large bowl, combine ham, cheese, egg, bread, butter, and butter. Pour over ham mixture. Bake for 30 minutes or until cheese is melted and bread is lightly browned.",finetuned_beam
306,Beef Stroganoff,"2 lb. ground beef 3/4 c. chopped onion 1 1/2 tsp. garlic salt 1/4 tsp. pepper 1/2 c. flour 1 (4 oz.) can mushrooms, drained 2 (10 1/2 oz.) cans cream of mushroom soup 3 c. chow mein noodles 1 small carton sour cream","Combine ground beef, onion, garlic salt and pepper in a 3-quart Dutch oven. Cook until beef loses redness. Add flour and stir well. Add undrained mushrooms and soup. Stir well and bring to a bubbling heat. Add sour cream and chow mein noodles. Stir well and serve. Makes 8 servings.","Brown ground beef. Add onion, garlic salt, pepper and flour. Mix well. Add mushrooms, soup and sour cream. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
307,Oxtail Casserole,"2 kg oxtails, cut into pieces 2 onions, peeled and chopped 4 carrots, peeled and roughly chopped 2 small turnips, peeled and chopped 2 tablespoons oil 2 garlic cloves, peeled and chopped 2 tablespoons plain flour 150 ml red wine 600 ml beef stock 1 tablespoon tomato puree 1 bay leaf","Set the oven to hot 220c/475f. Pack the piece of oxtail, onion, carrot and turnip in a roasting tin and sprinkle with oil. Roast for 30-40 mins until browned, stirring once during cooking. Remove tin from oven, then turn the oven temperature down to cool at 150c/300f. Spoon a couple of tablespoons of fat from the tin into a large flameproof casserole. Add the garlic and fry for 1minute, then stir in the flour and mix well. Pour in the wine and stock, add the puree and bay leaf, season well. Bring to the boil. Add oxtail and vegetables, cover with lid and or foil. Cook for 3 hours or until meat pulls away from the bone. Skim off fat from surface if you prefer. Serve with lots of mashed potato and cabbage.","Preheat oven to 350°F (175°C). Grease a 9 x 13-inch baking dish. In a large bowl, whisk together the oxtail mixture, onions, carrots, turnips and flour. Add the oil, garlic and bay leaf and mix well. Pour into the prepared baking dish and bake for 20 minutes. Remove from the oven and let cool for 10 minutes before serving.",finetuned_beam
308,Fizzy Strawberry Jellies,2 cups Greek yoghurt TOTAL 2 packets strawberry jelly 4 1/4 cups lemonade low sugar 2 1/4 cups strawberries English mint A handful of fresh chopped,"Start by removing the green leaf and stalk from the strawberries. Then cut them into half and dividing equally between eight tumblers. Make up jelly as per manufacturer's guidelines, only replacing cold water with an equal quantity of the lemonade. Let the jelly set in fridge for 4 - 6 hrs. When the jelly is set, spoon a dollop of TOTAL Greek Yoghurt on to the top of each glass and sprinkle over some chopped mint.","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. In a large bowl, combine the yogurt, lemonade, and mint. Stir in the strawberries. Pour the mixture into the prepared baking sheet. Bake for 30 minutes, or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
309,Bread And Butter Pickles,3 bowls cucumbers 2 bowls onions 1 bowl vinegar 1 1/2 bowls sugar 2 tsp. celery seed 2 tsp. turmeric 3 sticks (1-inch long) cinnamon 4 green peppers,Slice cucumbers and onions and chop or slice green peppers. Mix all ingredients in large kettle. Salt and let stand one hour. Cook on medium heat 20 minutes. Put into canning jars and seal.,"In a large bowl, combine cucumbers, onions, vinegar, sugar, celery seeds, turmeric, green pepper, cinnamon and green peppers. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Bake at 350° for 30 minutes.",finetuned_beam
310,Fusilli W Cannelini Beans & Sauteed Broccoli Rabe,1 pound fusilli 1 can cannelini beans 1 head broc rabe 5 garlic cloves freshly grated parm cheese Salt & pepper olive oil 1 tablespoon parsley,"Fill a sauce pot with water and add the broc rabe (remember to trim the stems)cook over medium heat and boil for 12 minutes covered,drain in a colander & place about 5 paper towels over the broc rabe and a heavy bowl on top to soak up all excess water.Next bring another pot of water to a boil and add the fusilli (cook until al dente about 10 minutes) Meanwhile in a large frying pan place the 5 garlic cloves (chopped)& about 1/4 cup olive oil heat over medium heat.When garlic starts to get fragrant(app 3 min),add piece by piece the broc rabe and stir to coat a few times, after broc rabe has been cooking 5 minutes, add the beans and the freshly grated parm cheese. Pasta should be done at this point, transfer drained pasta to a serving bowl and top with the broc rabe/bean mixture stir to coat well and season with parsley, salt & pepper. A little extra parm cheese to top & serve.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9 x 13-inch baking dish. In a large bowl, combine fusi, beans, rabe, garlic, parsley, olive oil, salt and pepper. Mix well. Pour into baking dish and bake for 20 minutes or until golden brown.",finetuned_beam
311,Hawaiian Fruit Salad,"1 (20 oz.) can crushed pineapple 1 (15 oz.) can mandarin oranges 1 (3.5 oz.) box vanilla instant pudding 1 Tbsp. dry Tang 2 apples, diced 2 bananas, diced",Drain fruit and reserve juice. Mix Tang with dry pudding and use pineapple juice to make pudding as directed. Blend in fruit and chill.,"Combine pineapple, oranges, pudding, Tang, apples and bananas. Pour over fruit. Chill.",finetuned_beam
312,Lemon Angel Food Cake,1 lemon angel food cake 1 pkg. lemon pudding mix (canned) 1 lemon yogurt spread 1 bowl Cool Whip,Take 1 lemon angel food cake and slice into four layers. Mix lemon pudding and lemon yogurt; spread between layers. Frost with Cool Whip. Refrigerate until ready to serve.,"Preheat oven to 350°. Grease and flour a 9 x 13-inch pan. Combine cake mix, pudding mix, yogurt spread, Cool Whip and lemon juice. Pour into pan. Bake at 350° for 30 minutes.",finetuned_beam
313,Whole Wheat & Rye Yogurt Flax Bread,2 1/2 cups whole wheat flour 1 1/2 cups rye flour 2 tablespoons instant potato flakes 3 tablespoons gluten flour 3/4 cup water 2 tablespoons balsamic vinegar 1 cup yogurt 3 tablespoons honey 3 tablespoons olive oil 3 tablespoons flax seeds 2 teaspoons salt 1 tablespoon yeast,"Mix whole wheat flour, rye flour, gluten flour & instant potato flakes in a bowl, set aside. In a mixer bowl, using flat beater, mix wet ingredients. Add yeast flax seeds & salt to liquid ingredients, mix thoroughly. Switch to dough hook, and slowly add flour mixture 1/2 cup at a time. Allow it to knead each amount of flour into ball before adding more. Once all flour is incorporated, all the dough to continue to knead until the dough is sooth and elastic. Place dough in greased bowl, turning to grease the top. Cover and let rise for 1 1/2 hours in a warm, draft free location. Prepare two 8 1/2 x 4 1/2 x 2 1/2 inch pans by greasing lightly with butter or vegetable shortening. When timer goes off, punch down dough and divide into two balls. Shape each half into a loaf, and place in prepared pans. Cover with plastic wrap & a tea towel, and allow to rise in a warm, draft free area for 1 hour. Bake at 400 for 35-40 minutes. Bread will be cooked when it sounds hollow when tapped on the bottom. Turn out of pan & allow to cool before slicing. Place leftovers in plastic bag for storage.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9 x 13-inch loaf pan. In a large bowl, whisk together the flour, rye flour, potato flakes, gluten flour, water, and vinegar. Stir in the yogurt, honey, olive oil, flax seed, yeast, and salt. Pour batter into the prepared pan. Bake in the preheated oven for 45 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
314,Pork Chop Casserole,"1 (6 oz.) pkg. long grain and wild rice mix 2 c. hot water 6 boneless pork chops 1/4 tsp. pepper 1 can cream of celery soup, undiluted 1/2 c. milk","Combine rice, seasoning packet from rice mix and hot water; place in a lightly greased 13 x 9 x 2-inch baking dish. Sprinkle pork chops with pepper and place on top of rice mixture. Cover and bake at 350° for 1 hour. Uncover casserole; combine cream of celery soup and milk, and pour over casserole. Bake casserole, uncovered, 15 minutes.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
315,Grandmother's Grape Nut Bread Recipe,"1 c. Grape Nuts cereal 2 c. sour lowfat milk (add in 1 teaspoon vinegar to 1 c. lowfat milk) 4 c. flour 1 c. sugar 1 teaspoon baking soda 4 teaspoon baking pwdr 1/8 teaspoon salt 2 Large eggs, well beaten","In a bowl, soak Grape Nuts in sour lowfat milk for 15 min. Sift together flour, sugar, baking soda, baking pwdr and salt. Alternately mix with dry ingredients the Grape Nuts mix and Large eggs. Place in greased and floured loaf pan and let stand for 30 min. Bake at 375 degrees for 35 min, till bread tests done.","Preheat oven to 350°. Grease and flour a 9 x 13-inch loaf pan. In a large bowl, combine cereal, sour milk, flour, sugar, baking soda and salt. Mix well. Pour into prepared pan. Bake at 350° for 20 to 25 minutes or until a toothpick inserted in center comes out clean.",finetuned_beam
316,Chicken Cheddar Casserole Recipe,3 chicken leg quarters 1/4 c. chicken broth 8 ounce. pkg. old fashion egg noodles 1 med. onion 1/2 bell pepper 1 c. fresh mushrooms 2 teaspoon butter 2 c. shredded cheddar cheese 1/4 c. bacon bits,"Boil chicken, remove skin and bones. Chop into pcs. Save 1/4 c. broth. Boil egg noodles about 8 min. Combine chicken and broth, noodles, onion, bell peppers, mushrooms and butter. Place in baking dish. Top with cheese and bacon. Cover and bake for 30 min at 350 degrees.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
317,Twice-Baked Potatoes,"6 medium baking potatoes 1 c. cottage cheese 1 tsp. onion salt pepper 1/2 c. parsley, finely chopped paprika","Scrub potatoes and dry. Pierce with a fork. Bake at 350° for 1 hour. Remove from oven. Cool to handle. Cut in half lengthwise; remove pulp to bowl carefully; keep skin whole. Mash pulp with cottage cheese, salt and pepper. Scoop mixture back into skins. Sprinkle with paprika and parsley and bake 20 minutes more.",Mix all ingredients together. Bake at 350° for 20 to 25 minutes.,finetuned_beam
318,Wacky Cake,1 1/2 c. unsifted flour 1 c. sugar 3 Tbsp. unsweetened cocoa 1 tsp. baking soda 1/2 tsp. salt 1 Tbsp. distilled white vinegar 1 tsp. vanilla 1 c. cold water 1 c. chocolate chips 5 Tbsp. melted butter,"Sift the flour, sugar, cocoa, baking soda and salt into a 10 x 7-inch dish or an 8-inch or a 9-inch square baking dish. With an index finger, make 3 holes in the mixture. Pour butter in one hole, vinegar in another hole and the vanilla in the third hole. Pour water over all. With fork, stir mixture until well combined. Bake at 350° for 25 to 35 minutes or until tester is clean when removed. Immediately top cake with chocolate chips and bake 2 to 3 minutes longer, just until soft. With rubber spatula, spread chips evenly over top of cake. Cool to room temperature. Serve with ice cream, if desired.","Mix flour, sugar, cocoa, baking soda, salt and vinegar in large bowl. Add water and chocolate chips. Mix well. Pour into greased and floured 9 x 13-inch pan. Sprinkle with melted butter. Bake at 350° for 30 minutes.",finetuned_beam
319,Asparagus Casserole,"2 can asparagus 1 can green peas 1 can cream of mushroom soup 1 c. mayonnaise 1 c. sharp Cheddar cheese, grated 1 tsp. salt 1/2 tsp. pepper 1 medium onion, chopped 2 eggs, beaten 1/2 c. crushed crackers","Drain asparagus. Arrange half of asparagus in a 2 quart casserole dish. Cover with drained peas. Mix mushroom soup, mayonnaise, grated Cheddar cheese, salt, pepper, onion and beaten eggs to make a sauce. Pour half of the sauce over the asparagus and peas. Add remaining asparagus. Top with remaining sauce. Sprinkle crackers on top. Bake at 350° for 30 minutes.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
320,Salsa,"8 c. tomatoes 1 1/2 c. onions, chopped 3 green peppers 12 oz. jar picante sauce 2 Tbsp. white vinegar salt and pepper",Bring to a boil. Simmer for 1 hour. Pack in jars and seal. Very good.,"Mix tomatoes, onions, peppers, picante, vinegar and white vinegar. Pour over salsa. Cover and chill.",finetuned_beam
321,Grilled Jalapeno Turkey Burgers,"1 pkg. Butterball Fresh Ground Turkey 1/4 cup chopped green onions 2 tbsp. chopped pickled jalapeno peppers mild green chilies 1 clove garlic, minced 1 tsp. Worcestershire sauce 1/2 tsp. salt 6 burger buns",Prepare grill for medium-direct-heat cooking. Lightly spray unheated grill rack with nonstick cooking spray. Grill 6 minutes on each side or until meat is no longer pink in center. Serve with your favorite condiments.,"Preheat oven to 350°. Grease and flour a 9 x 13-inch baking dish. In a large bowl, combine butterball, green onions, pickles, garlic, chilies, garlic and salt. Mix well. Pour into prepared baking dish and bake at 350° for 1 hour or until golden brown.",finetuned_beam
322,30 MINUTE SHEPHERD'S,2 lb GROUND BEFF 1 ONION CHOPPED 1 tbsp OLIVE OIL 1 CARROT 2 lb POTATOES MASHED 2 tbsp butter 2 tbsp FLOUR 1 cup BEEF STOCK 2 tsp WORCETERSHIRE 1/2 cup FROZEN PEAS,"BOIL POTATOES AND MASH THEM ADD OIL TO HOT PAN WITH BEEF. SEASON MEAT WITH SALT AND PEPPER. BROWN AND CRUMBLE MEAT FOR 3 TO 4 MINUTES. ADD CHOPPED CARROT AND ONION TO MEAT. COOK VEGGIES WITH MEAT 5 MINUTES, STIRRING FREQUENTLY. IN SMALL SKILLET OVER MED HEAT COOK BUTTER AND FLOUR TOGETHER 2 MINUTES. WHISK IN BROTH AND WORC SAUCE. THICKEN GRAVY 1 MINUTE. ADD GRAVY TO MEAT AND VEGGIES. STIR IN PEAS PREHEAT BROILER TO HIGH. FILL A SMALL RECTANGULAR CASSEROLE WITH MEAT AND VEGGIES MIXTURE. SPOON POTATOES OVER MEAT EVENLY.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish. In a large bowl, combine the flour, oil and butter. Add the chopped pecans and stir to combine. Pour into the prepared baking dish and bake for 30 minutes. Remove from the oven and let cool for 10 minutes before removing to a wire rack to cool.",finetuned_beam
323,Easy Lemon Cookies,1 box lemon cake mix 1 (8 oz.) Cool Whip powdered sugar 1 egg,"Preheat oven to 350°. Mix together cake mix, egg and Cool Whip until it becomes thick batter. Roll by tablespoon in powdered sugar. Grease cookie sheet. Bake until golden brown, 10 to 12 minutes.","Combine cake mix, Cool Whip, powdered sugar and egg in large bowl. Mix well. Pour into greased 9 x 13-inch pan. Bake at 350° for 30 to 35 minutes.",finetuned_beam
324,Chicken Pie,"2 c. cut up chicken 1 (4 1/2 oz.) can drained, sliced mushrooms 1/2 c. sliced green onions 1/2 tsp. salt 1 c. shredded natural Swiss cheese 1 1/2 c. milk 3/4 c. Bisquick 3 eggs","Lightly grease a 10-inch pie plate. Sprinkle chicken, mushrooms, onions, salt and cheese in pie plate. Beat remaining ingredients until smooth. Pour into pie plate. Bake at 400° until golden brown (35 to 40 minutes). Let stand 5 minutes before cutting. Refrigerate unused pie. Makes 6 to 8 servings.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
325,Creamy Chicken Broccoli Noodles,2 pkg. chicken flavor Ramen noodle soup 1 can cream of mushroom soup 1/2 soup can milk 1 1/2 c. cubed cooked chicken 1 1/2 c. cooked broccoli flowerets 1/2 c. quartered cherry tomatoes (optional),"Cook noodles according to directions; drain off most of liquid. Stir in soup and milk. Add chicken and broccoli. Heat through, then stir in tomatoes. Good light meal.","Cook noodles according to package directions. Drain noodles. Combine soup, milk, noodles, chicken, broccoli, tomatoes and cherry tomatoes. Pour over noodles. Bake at 350° for 30 minutes.",finetuned_beam
326,Homemade Creamy Tomato Soup,"1 tablespoon oil 1 onion chopped 1 garlic clove minced 2 pounds tomatoes ripe, please use fresh not canned, your body and taste buds will thank you 1 cup vegetable stock 2 tablespoons tomato paste 1 teaspoon sugar 1 cup heavy cream","Begin by skinning and seeding your tomatoes. This is achieved by bringing water to a boil and scoring your tomatoes by lightly cutting a cross on both ends. Submerge tomatoes in boiling water for 30 seconds and transfer to a bowl of cold water. Peel off the skin, cut then ends off, then cut in half and remove the seeds. Heat oil in large pot and cook onions for 3 minutes. Add garlic and cook for another minute. Then add tomato and cook until soft, or about 5 minutes. Stir in the stock, bring to a boil and then reduce to a simmer for 10 minutes. Remove from heat and cool slightly. Transfer to a food processor in small batches or use an immersion blender to blend until smooth. Add sugar and tomato paste and bring to a boil. Reduce heat. While stirring continuously slowly add cream. Allow to mix and heat but not to boil. Season to taste with salt and pepper.","Heat oil in a large skillet over medium-high heat. Add onion and garlic and saute until soft, about 5 minutes. Add tomato paste, sugar, and cream and cook until thickened, about 2 minutes. Stir in tomato paste and sugar. Add to onion mixture and cook, stirring occasionally, until thick, about 1 minute. Add heavy cream and simmer, stirring constantly, until sauce thickens, about 3 minutes.",finetuned_beam
