title,ingredients,directions
Sizzling Ponzu Fajitas,"2 lbs beef flank steak 2/3 cup Kikkoman Lime Ponzu Sauce 1 lime, juiced flour tortilla, warmed fresh cilantro Peppers N Onions 1 large red pepper 1 large green pepper 1 onion","Combine flank steak, ponzu and lime juice in a large plastic bag, seal well and turn over several times to blend, refrigerate for at least one hour or overnight. Grill steak to desired doneness. Slice and serve with tortillas and Peppers N Onions. For Peppers N Onions: Cut 1 large red pepper, 1 large green pepper and 1 onion in 1/4 inch thick strips. Saute vegetables in 1 tablespoons cooking oil with 2 cloves of crushed garlic in a large skillet over high heat 4 minutes or until tender. Garnish with cilantro."
Lemon Pudding Cookies,"1 cup buttermilk baking mix 1 3.4-ounce package instant lemon pudding 1 large egg, beaten to blend 1/4 cup vegetable oil Sugar","Preheat oven to 350F. Grease 2 large cookie sheets. Mix first 4 ingredients in large bowl until dough forms. Roll dough into 1-inch balls. Place balls 2 inches apart on prepared cookie sheets. Dip flat-bottom glass into sugar. Press glass onto dough ball and flatten into 1/4-inch-thick cookie. Repeat with remaining cookies. Bake until just golden brown on edges, about 10 minutes. Transfer to racks and cool completely. (Can be prepared 3 days ahead. Store cookies in airtight container.)"
Frozen Fruit Salad,"1 (3 1/2 oz.) can flake coconut, lightly toasted (1 1/3 c.) 3 Tbsp. melted margarine 1 (17 oz.) can fruit cocktail, well drained 1 (14 oz.) Eagle Brand milk 1 c. miniature marshmallows 1 c. chopped pecans 1 (8 oz.) sour cream 3/4 to 1 c. chopped maraschino cherries 1/2 c. lime juice from concentrate 1 (4 oz.) container frozen nondairy whipped topping (1 3/4 c.)","Line 9 x 5-inch loaf pan with aluminum foil, extending foil above sides of pan. Combine coconut and margarine. Press firmly on bottom of prepared pan. In large bowl combine remaining ingredients except whipped topping, mix well. Fold in whipped topping. Pour into prepared pan. Freeze 6 hours or until firm. To serve, remove from pan, peel off foil. Slice to serve. Freeze leftovers."
Mincemeat Pastry Squares Recipe,"2 1/2 c. sifted flour 1 tbsp. sugar 1 teaspoon salt 1 c. shortening 1 egg, separated Lowfat milk 3 c. mincemeat pie filling 1 c. confectioners sugar 2 tbsp. lemon juice","Sift together flour, sugar, and salt; cut in shortening with pastry blender or possibly 2 knives till mix resembles coarse meal. Beat egg yolk in measuring c. and add in sufficient lowfat milk to make 1/2 c.. Add in to flour mix; mix just sufficient so dough shapes into ball. Roll out half to 15 x 11 inch rectangle; transfer to baking sheet. Spread proportionately with filling to within 3/4 inch of edges. Roll out rest of dough for top crust; place over filling. Seal edges. Beat egg whites till stiff; spread on top crust. Bake at 400 degrees for 25-30 min. Mix confectioners sugar and lemon juice. Drizzle over top of crust while warm. 12-14 servings."
Sherry'S Pecan Pie,"6 eggs 1-1/2 c. sugar 1-1/2 c. Griffin's Syrup (1/2 Crystal White, 1/2 Waffle) 1/4 c. butter, melted 2 tsp. Griffin's Vanilla 1 tsp. butter flavoring 2 c. pecan halves","Beat eggs and sugar until lemon color, add syrup and melted butter. Fold in pecans and flavoring. Bake at 350° for 55-60 minutes. Do not overbake or underbake. Pie should be light golden brown."
Chewy Squares,"1 box yellow cake mix (not with pudding) 1/2 c. brown sugar 4 Tbsp. butter, softened 2 large eggs 3 Tbsp. water 4 Tbsp. flour 1 tsp. vanilla 1/2 c. semi-sweet chocolate chips 1/2 c. nuts, finely chopped","Preheat oven to 350°. Mix cake mix and brown sugar in large mixing bowl. Add butter, eggs, water, flour and vanilla. Blend all ingredients well (batter will be stiff). Stir in chocolate chips and nuts by hand. Spread batter in a greased 9 x 13-inch pan. Bake, uncovered, for 30 minutes. Cut into squares. Makes 30 bar cookies."
Cream Of Red Cabbage Soup,7 1/8 cups red cabbage coarsely sliced 2 onions finely chopped 1 clove garlic finely chopped 3 1/2 tablespoons butter 2 1/8 cups water 1 soup cube 1 cup red wine 1 tablespoon wine vinegar 1/2 teaspoon cumin 1 pinch ground nutmeg 1 pinch ground cloves 1 pinch ground cinnamon salt pepper 1 tablespoon sugar 4 teaspoons sour cream,"Chop cabbage in a mixer (blender). Saute onions and garlic in butter in a soup pan (or pot). Add cabbage, simmer briefly. Add 250ml of water together with the crumbled soup cube, bring to a boil. Reduce flame and cook over low heat for 20 minutes. Add the rest of the water with wine, vinegar, sugar and spices. Stir. Cook over low heat, half-covered, about 10 minutes. Cool the soup slightly, then mix in a blender until smooth and creamy. Whisk in sour cream just before serving."
Atole,"1/2 cup masa harina 5 cups milk 4 tablespoons brown sugar 1/4 teaspoon ground cinnamon or 1 cinnamon stick, finely slivered 1 teaspoon vanilla extract","Put the Masa Harina in a bowl and whisk in the milk, little by little. Pour the milk mixture into a pot and add the brown sugar and cinnamon. Bring to a boil and simmer for 5 minutes, stirring constantly, to keep it from becoming lumpy. Stir in the vanilla extract. Serve in mugs. Variations: Pineapple Atole. Follow the basic recipe, but omit the cinnamon. After the mixture has thickened and has been removed from the heat, add 1 small can crushed pineapple, undrained. Strawberry Atole. Follow the basic recipe, but omit the cinnamon. After the mixture has thickened and has been removed from the heat, add 2 cups fresh strawberries that have been hulled, washed and crushed."
Tropical Punch,"1 (46 oz.) can red Hawaiian fruit punch 1 (6 oz.) can frozen lemonade concentrate 1 (6 oz.) frozen orange juice concentrate 6 c. water 1 (12 oz.) ginger ale, chilled 1 (6 oz.) can frozen grape juice concentrate","Combine punch, lemonade, orange juice and grape juice concentrates. Add water. Mix well. Pour into large punch bowl. Resting bottle on rim, carefully pour in ginger ale. Add ice or frozen mixture of 7-Up with orange and/or lemon slices. Yields approximately 35 servings."
Dangerous Souffle Cheesecake,200 grams Cream cheese 200 ml Heavy cream 2 medium Egg 80 grams Granulated sugar 20 grams Cake flour 2 tsp Lemon juice 1 Apricot jam for the glaze,"Soften the cream cheese on a double boiler or on low in a microwave. Add half of the granulated sugar and mix to get rid of lumps. Add 2 egg yolks into Step 1 and mix. Add heavy cream into Step 2 and mix. Add the lemon juice. Whip the egg whites lightly with a hand mixer, and add the rest of the granulated sugar. Whip on high until peaks form, when the tip flops over, it's done. Sift in the cake flour into Step 3 and mix in. Add half of the egg whites from Step 4 into Step 5 and mix. When well mixed, add the remaining egg whites. You can use a spatula or whisk. Pour the batter into parchment paper lined pans. Rap the pan against your workspace to pop trapped air bubbles. Bake about 50 minutes in a water bath in a 160C oven. It will rise to double in size, but will deflate back its original size when it has cooled. Leave it to cool in the mold, cover with plastic wrap and chill in the refrigerator for half a day. Brush the surface with jam, and chill before enjoying. It will fall apart if you cut it with a knife, so be careful! It might be better to slice it with a string. Or just enjoy as is. It will take about 55 minutes to bake in an 18 cm round pan. Just in case. It will be best to use cream cheese that is made only of milk and cream. Don't use flavored ones or the type with other ingredients mixed in."
Stuffed Rolled Eggplant Parm,"1 package Sweet Italian Sausage Links (4 Count Package), Meat Removed From Casings 13 cups Olive Oil 2 whole Large Eggplants 1 teaspoon Each Salt, Black Pepper, Parsley, Basil, Oregano 1 jar Your Favorite Marinara/pasta/tomato Sauce, 16 Ounce Jar 2 packages Shredded Mozzarella Cheese, 8 Ounce Packages","Preheat oven to 400 F. In a large skillet over medium high heat, add the sweet Italian sausage (already removed from casing). Crumble sausage in skillet and add the olive oil. Cook sausage until browned then drain off the grease and set sausage aside. Peel outer skin off of the eggplants. Slice down the entire length of each eggplant, into 1/4 strips. Bring a large pot of salted water to a boil. Add all of the eggplant slices to the boiling salted water and cook for 3 minutes. Then drain off the water and lay eggplant strips flat on a work surface. In a medium size mixing bowl add cooked sweet Italian sausage, salt, pepper, basil, oregano and parsley and stir well. In a medium size pot add tomato sauce and heat on low simmer. Spoon the sweet Italian sausage mixture onto each slice of eggplant; a thin layer spread across entire eggplant slice works nicely. Roll up eggplant slices and place in a baking dish, seam side down (this will take a few minutes to do). Should the eggplant slices not secure seam side down you can, after rolling eggplant slices, secure them closed with a toothpick (soak toothpick in water first) then add rolled stuffed eggplant to baking dish toothpick side up for easy removal after baking. Add the simmered tomato sauce to cover the rolled eggplant and add mozzarella cheese across the top. Bake at 400 F (uncovered) for 30 minutes. Serve with penne pasta, or a nice green salad! Enjoy! Note: I am allergic to garlic and do not use it in recipes, feel free to add if you choose. If so, just cook a clove of minced garlic for the last minute of cook time with the sausage."
The Da Vinci Code Cocktail,20 ml Frangelico 30 ml white rum orange juice 1 passion fruit,Shake & strain into a chilled martini glass. Granish with a passionfruit slice to serve.
Sauteed Red Cabbage With Apples,"1 medium red cabbage 1/4 cup brown sugar (can use more if desired) 1/4 cup apple cider salt and black pepper 2 medium onions, coarsley chopped 1 bay leaf (option but good to use) 2 -3 tablespoons bacon fat 2 tablespoons oil 1/3 cup beef stock 4 apples, peeled and julienned 1/4 cup apple butter, plus 2 tablespoons apple butter (or to taste) or 1/4 cup applesauce (or to taste)","Cut cabbage into quarters, then coarsely shred. In a large frypan, heat oil and bacon fat (or butter if using). Add in onions, and saute until tender (about 5 minutes). Add in shredded cabbage, brown sugar, vinegar, bay leaf (if using) and stock; simmer uncovered for about 20-25 minutes. Cover the pan and cook for about another 30 minutes, stirring occasionally or until cabbage is desired tenderness. Stir in apples and apple butter or apple sauce."
Peach Sauce,"3 c. frozen sliced peaches, thawed 1/4 c. orange juice 3/4 c. sugar 2 Tbsp. honey 1/2 tsp. grated orange rind 1/8 tsp. ground allspice","Combine peaches and enough juice in a saucepan. Bring to a boil over medium heat; cover, reduce heat and simmer, stirring occasionally, 5 to 10 minutes, or until peach slices are tender. Spoon mixture into container of an electric blender; process until smooth, stopping once to scrape down sides. Return mix to saucepan; add sugar and remaining ingredients to boil. Reduce heat and simmer, uncovered, 5 to 10 minutes until thickened. Serve warm over pancakes, waffles or French toast."
Never Fail Pie Crust,3 c. flour 1 1/4 Tbsp. sugar 2 tsp. salt 1 Tbsp. vinegar 1 egg 1/2 c. water,"Mix together flour, shortening, sugar and salt. In a separate bowl, beat the egg; add water and vinegar. Mix well. Combine the two mixtures, a little at a time, until dry ingredients are moist. Mold together with hands; chill before rolling or keep in the refrigerator as long as a week. The dough can be frozen. Makes two double-crust pieces and one 9-inch shell."
White Chocolate Cheesecake,"2 (8 oz.) pkg. cream cheese, softened 1/2 c. sugar 1/2 tsp. vanilla extract 2 eggs 2/3 c. white chocolate chips, divided 1 ready-to-use chocolate-flavored crumb pie crust","Mix cream cheese, sugar and vanilla with mixer until well blended. Add eggs; mix until blended. Stir in 1/3 cup of chips. Pour into crust and top with remaining chips. Bake at 350° for 25 minutes. Refrigerate at least 3 hours before serving."
Cheese Ball,1 large pkg. Philadelphia cream cheese dried beef (small jar) onions,Cut up beef and mix with onions and cream cheese. Form in a ball. Place in refrigerator.
Western Celery Casserole,"4 c. celery, cut in 1-inch pieces 1 medium can water chestnuts, sliced 1 medium can sliced mushrooms, drained 1 can cream of chicken soup 1/2 soup can milk 3/4 c. bread crumbs Pepperidge Farm herb seasoning stuffing 1 c. slivered almonds 1 stick oleo",Brown bread crumbs and almonds in oleo and set aside. Cook celery in slightly salted boiling water for 5 minutes. Drain. Cover the bottom of greased baking dish with stuffing. Add celery on top and add mushrooms on top of celery. Cover with soup and milk mixed. Sprinkle bread crumbs and almonds on top and cook 45 minutes at 350° to 375°.
Vanilla Bean Cheese Cake,"CRUST 1 1/2 cup flour 3/4 cup sugar 1 1/2 teaspoon lemon rind 3/4 cup softened butter 1 slightly beaten egg yolk 1/4 teaspoon vanilla FILLING 4 8-ounce packages cream cheese, room temperature 1 1/4 cup sugar 2 vanilla beans split lengthwise 5 large eggs 1 cup sour cream","Pre-heat oven to 400 degrees Combine crust ingredient in food processor Press 1/3 of mixture on bottom of a 10"" springform pan Bake for 10 minutes at 400. Reduce temperature to 350 degrees. Pat remaining mix on sides of cool pan. Using electric mixer, beat cream cheese in large bowl until smooth. Add sugar, then scrape in seeds from vanilla bean; beat until smooth. Add eggs 1 at a time, blending well after each addition. Beat in sour cream. Pour filling into pan. Bake cake until puffed, golden on top, and set around edges, and center moves slightly when pan is gently shaken, about 1 hour and 15 minutes(top may crack). Cool 30 minutes. Refrigerate uncovered overnight. Using back of spoon, smooth any cracks on top of cake. (put a water bath into oven during baking to prevent cracking."
Don'S Bread,"1 pkg. dry yeast 1 tsp. sugar 1/4 c. warm water 3 Tbsp. sugar 1 tsp. salt 1 3/4 c. milk (room temperature) 3 Tbsp. butter, melted 6 to 6 1/2 c. flour","In large bowl, stir yeast and 1 tablespoon of sugar in warm water until dissolved. Add remaining sugar, salt, milk, butter and 1 1/2 cups flour. Beat on medium speed with mixer for 2 minutes. Stir in enough flour to make a workable dough, using all flour. Knead 10 minutes. Put in a greased bowl; cover and let rise 1 hour or double in size. Push down. Divide in half. Let set 2 minutes. Shape into loaves. Put in pan. Let rise 45 minutes. Bake in preheated oven at 375° for 35 to 40 minutes."
Corn Meal Porridge,1/3 cup quaker yellow cornmeal 2 cups water 1 pinch salt,Boil 1 cup water and dash of salt (optional). mix together 1 cup water and corn meal together. when water reaches a boil pour mixture of corn meal and cup of water into boiling water and stir. cover let cook for 5 minutes or until thickened. Enjoy.
Cook The Book: Peanut Soup,"1/2 cup (1 stick) unsalted butter 2 celery ribs, finely chopped 1 small onion, finely chopped 3 tablespoons all purpose flour 8 cups (2 quarts) homemade chicken stock or low-sodium chicken broth 2 1/4 cups creamy peanut butter 1 tablespoon freshly squeezed lemon juice 1 teaspoon salt 1/4 teaspoon celery salt 1/2 cup ground peanuts, for serving","Heat the butter in a saucepan over medium heat. Add the celery and onion. Cook until the onion is translucent, 3 to 5 minutes. Add the flour and stir to combine. Stir in chicken stock and bring to a boil. Reduce the heat to low and simmer for flavors to combine, 30 minutes. Remove from heat and strain into a second saucepan. Whisk in peanut butter, lemon juice, salt, and celery salt until smooth and well combined. Taste and adjust for seasoning with salt. Sprinkle ground peanuts on top before serving."
Pork Rub Rubbed And Baked Pork Chops,2 tablespoons paprika 2 tablespoons white sugar 1 tablespoon salt 1 tablespoon ground black pepper 1 tablespoon garlic powder 1 tablespoon onion powder 2 teaspoons cayenne pepper 6 pork chops,"Preheat oven to 450 degrees F (230 degrees C). Mix paprika, sugar, salt, pepper, garlic powder, onion powder, and cayenne pepper together in a wide, shallow bowl. Dredge pork chops in the spice mixture to coat and arrange on a baking sheet. Bake chops in preheated oven until no longer pink in the center, about 20 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C)."
Chopstick Tuna,"1 6-oz. can tuna, diced 1 can mushroom soup 2 stalks celery, chopped 1 small can of hard chow mein noodles 1/2 to 1 cup cashews, chopped 2 green onions, chopped 2 shakes Worcestershire sauce 1 can sliced mushrooms (optional)",Mix all together in a 1 1/2 qt. casserole. Bake at 375° for 20 to 25 minutes or microwave on medium high for 10 minutes. Serves 4. Garnish with mandarin oranges.
Cajun Rémoulade,"1/2 cup chopped celery 1/2 cup chopped green onions 2 tablespoons chopped fresh parsley 2 garlic cloves, chopped 1 cup mayonnaise 1 tablespoon paprika 2 tablespoons capers 2 tablespoons prepared horseradish 1 tablespoon Dijon mustard 1 tablespoon ketchup 1 tablespoon fresh lemon juice 1 tablespoon Worcestershire sauce 1 tablespoon cider vinegar 1 tablespoon hot sauce 1/2 teaspoon salt","Pulse first 4 ingredients in a food processor until coarsely chopped; drain well. Add remaining ingredients; pulse 3 or 4 times, stopping to scrape down sides."
Chops' Mushroom Gratin With Asiago Cheese -- Lightened!,"1 tablespoon butter 14 cup vidalia onion (or sweet onions ~ chopped) 1 garlic clove (minced) 1 lb button mushroom (quartered) 14 cup white wine 34 teaspoon salt (use 1/2 teaspoon, then taste before adding more!) 12 teaspoon pepper 34 cup half-and-half cream 4 tablespoons asiago cheese (finely shredded)","Preheat oven to 425F. In a large skillet, melt the butter over medium heat. Add the onions and garlic, and saute, stirring occasionally until softened, 2 to 3 minutes. Add the mushrooms, wine, 1/2 teaspoon salt and pepper, and cook until all the liquid evaporates. Add half & half and reduce to a sauce consistency. Taste for seasoning ~ add more salt if necessary. Transfer mixture into two ovenproof serving dishes sprayed with cooking spray; top with Asiago cheese. Bake in a preheated 425F oven until the cheese melts, and is crusty ~ about 8-10 minutes."
Memaw'S Rich Cinnamon Cookies,"2 c. flour 1/4 tsp. salt 2 tsp. baking powder 2 tsp. cinnamon 1/2 c. butter 1 c. sugar 1 tsp. vanilla 2 eggs, beaten","Preheat oven. Sift first 4 ingredients together. Cream butter, sugar and vanilla together. Add sifted ingredients; add beaten eggs. Mold with cookie press or drop by teaspoons onto ungreased cookie sheet. Bake at 400° for 10 minutes. Makes 3 dozen."
Roasted Red Pepper Pesto,"4 medium garlic cloves, unpeeled 1 (17 ounce) jar roasted red peppers, drained, rinsed, patted dry, and cut into 2 inch pieces 1 ounce parmesan cheese, grated (about 1/2 cup) 1/4 cup part-skim ricotta cheese 1 shallot, minced 1/4 cup fresh parsley (packed) 1 tablespoon fresh thyme 2 tablespoons olive oil salt and pepper (to taste)","Toast the garlic in a small skillet over medium heat, shaking the pan occasionally, until the color of the cloves deepens slightly, about 7 minutes. Transfer the garlic to a plate to cool, then peel the cloves and mince. Process the garlic, peppers, parmesan, ricotta, shallot, parsley, thyme, oil, and 1/2 teaspoon salt in a food processor until smooth, about 30 seconds, stopping to scrape down the sides of the bowl as needed. Transfer the mixture to a small bowl and season with salt and pepper to taste. Serve with your choice of al-dente pasta!"
Porridge (Carb Friendly Version),"12 cup canned pumpkin puree 12 cup 4% cottage cheese 1 ounce philidelphia fat free cream cheese 1 egg white 1 stevia 1 teaspoon cinnamon 2 tablespoons flax seed meal, ground","Mix pumpking, cottage cheese, flaxmeal, and egg together in bowl. After properly blended, incorporate stevia and cinnamon. Microwave for 1 minute and 30 seconds. Remove from microwave, and top with cream cheese. Heat for an additional minute, then, allow to cool. Enjoy!"
Upside Down German Chocolate Cake,1 c. pecans 1 c. coconut 1 german chocolate cake mix 1 box 10 x sugar 8 oz cream cheese 1 stick butter,"Prepare cake mix. Put pecans and coconut in bottom of greased pan. Pour cake batter over nuts and coconut. Mix sugar, cream cheese and butter. Spoon over cake mix. Bake at 325° for 40 to 50 minutes."
Heavenly Chocolate Cake,"1 box Betty Crocker sweet rewards fat free devils food cake mix 12 oz. Smuckers lite caramel ice cream topping 14 oz. Eagle fat free sweetened condensed milk 8 oz. Cool Whip lite 2 Heath candy bars, crushed (4 pieces)","Bake cake according to directions on box. Cool completely. With the end of a wooden spoon poke holes in cake every few inches. Pour sweetened condensed milk over top of cake, let soak in for 5 minutes. Pour caramel topping over cake and allow to soak for 5 minutes. Ice cake with whipped topping and sprinkle with crushed candy bars. Chill overnight."
Turkey Tetrazzini,"8 oz. thin spaghetti 2 c. cubed turkey or chicken 1 c. Velveeta cheese, cubed 1 can cream of celery soup 1 can cream of mushroom soup 6 c. broth salt and pepper to taste",Cook spaghetti in broth. Add remaining ingredients and stir over low fire until cheese melts. Pour into 9 x 13-inch pan and bake at 350° for 30 to 40 minutes.
Spanish Tarragon Chicken,"1 tablespoon olive oil 1 kg chicken 225 g sliced ham 2 sliced onions 2 stalks celery, diced 3 carrots, diced 1 1/2 cups chicken stock 1 tablespoon chopped fresh tarragon 2 tablespoons butter 2 tablespoons all-purpose flour","Rub oil all over the chicken. Place into a casserole dish. Place uncovered into a preheated (180 degrees c) oven. Bake for 30 minutes. Add the ham, onion, celery, carrots, stock and tarragon. Cover and continue to bake for 1 hour. Remove from oven, strain the broth (keep broth) and carve chicken. Return the chicken to the casserole dish and reserve warm with the vegetables. Heat the butter in a saucepan; stir in the flour and pour in 2 cups of the strained broth. Simmer until sauce thickens; pour over chicken and vegetables. Serve in the casserole dish."
Subru Uncle's Green Moong to Go With Sindhi Curry,1 cup whole green lentil 2 12 cups water 12 teaspoon salt,"Put everything in a pressure cooker. Cover and pressure cook for up to 5 whistles. Close the gas burner and allow the lentils to cook in the steam for 2 hours. After the time is up, uncover and you will see no water remaining in the cooker and the lentils would look fluffier, more fuller and bigger than what they are otherwise. Mix lightly, be careful not to break them. Serve with the traditional Sindhi curry, rice and yoghurt and, of course, fresh salad on the side, for a memorable happy meal. Enjoy!"
Speedy Ziti with Zesty Chicken,"1 pound pasta, ziti or mostaccioli, or other medium pasta shape, uncooked 12 ounces chicken cooked, chopped 2 teaspoons butter or margarine 1 medium onions chopped 1 tablespoon dijon mustard 2 tablespoons flour, all-purpose 2 cups chicken broth, low salt 1/4 cup lemon juice 10 ounces green peas frozen, defrosted and drained 1/4 cup parsley leaves fresh, chopped 1 x salt and black pepper to taste","Prepare pasta according to package directions. While pasta is cooking, warm the butter or margarine over medium heat in a large skillet. Add the onion and cook for 3 minutes. Stir in the Dijon mustard and flour. Very gradually whisk in the chicken broth. Bring the broth to a boil and stir in the lemon juice, peas and parsley. When pasta is done, drain it well. Toss pasta and cooked chicken with sauce, season with salt and pepper and serve."
Chili (Bowl Of Red),"3 medium onions, chopped fine 1 green pepper, chopped fine 1 celery stalk, chopped fine 3 cloves garlic, minced 2 tsp. oil 4 lb. lean ground beef 2 (14 1/2 oz.) cans stewed tomatoes 1 (15 oz.) can tomato sauce 1 (6 oz.) can tomato paste 1/4 c. green chili salsa 3/4 c. chili powder 1 (4 oz.) can diced green chilies 1/2 c. water 1 tsp. salt 1 whole chopped jalapeno from canned jalapeno chilies","In Dutch oven, saute first 4 ingredients in hot oil until tender. Add meat, 1 pound at a time, stirring until meat loses redness. Drain. Add water and remaining ingredients, stirring after each addition."
Braised Seasoned Pork Chops,"thick pork chops (as many as you like or can fit in your skillet) 1 small onion, chopped thyme garlic powder water cooking oil (about 2 Tbsp.)","Note: This is a good recipe to be sure your pork chops are tender, not tough."
Very Cheese-Y Macaroni,8 oz. elbow macaroni 1 c. broccoli florets 4 Tbsp. butter 2 Tbsp. flour 2 c. low-fat milk 1 c. shredded sharp Cheddar cheese 1/2 c. grated Parmesan cheese 1/2 tsp. salt 1/4 tsp. cayenne pepper 1/4 c. whole wheat bread crumbs,"In medium saucepan, cook macaroni according to package directions, until al dente. Drain well. Fill another saucepan 3/4 full with water. Bring water to a boil. Add broccoli; reduce heat to medium and cook until done. Drain and set aside. Preheat oven to 375°. Grease an 8-inch glass baking dish. In medium saucepan, melt butter; add flour and stir until smooth. Whisk in milk, stirring continually, until thickened, about 3 minutes. Remove from heat. Reserve 1/4 cup Cheddar cheese. Stir remaining Cheddar, Gruyere, Parmesan, salt and cayenne until cheese melts. Add macaroni and broccoli. Put it into baking dish. Bake 15 minutes. Sprinkle Cheddar and bread crumbs on top; bake another 15 minutes, until bubbly."
Swamp Balls,"2 1/2 c. Pepperidge Farm seasoned stuffing mix 2 pkg. chopped frozen spinach 6 eggs, beaten 3/4 c. melted butter 1 c. chopped onion 1/2 c. Parmesan cheese 1 tsp. garlic salt 1/2 tsp. Accent 1 tsp. thyme",Prepare spinach according to package directions. Drain and press down to remove moisture. Add remaining ingredients. Roll into 1-inch balls. Bake at 350° for 20 minutes on an ungreased cookie sheet. Can be frozen before baking.
Braised Beef Short Ribs with Six Spices,"1 tablespoon dried porcini mushrooms 1 1/2 teaspoons black peppercorns 1 teaspoon kosher salt 1 1/2 teaspoons ground coriander 1 1/2 teaspoons powdered ginger 1 1/2 teaspoons smoked sweet paprika 1/2 teaspoon ground cloves 5 pounds flanken-style beef short ribs, 1 inch thick, boned and trimmed of excess fat 2 tablespoons extra-virgin olive oil 1 medium onion, thinly sliced 1 large carrot, thinly sliced 2 inner celery ribs, thinly sliced 2 garlic cloves, thickly sliced 2 cups dry red wine 2 cups beef stock or low-sodium broth 1/4 cup sugar","Preheat the oven to 300. In a spice grinder, pulse the porcini, peppercorns and salt to a fine powder. Add the coriander, ginger, paprika and cloves and pulse to combine. Rub the spice blend all over the beef short ribs. Heat the oil in a large skillet. Add the short ribs and cook over moderate heat, turning, until lightly browned all over, about 12 minutes; don't let the spices burn. Scatter the onion, carrot, celery and garlic in a medium roasting pan. Set the short ribs on top, cover tightly with foil and roast for about 2 1/2 hours, until tender. Meanwhile, pour off the fat in the skillet and return it to high heat. Add the wine, stock and sugar and bring to a boil, scraping up any bits from the bottom of the pan. Simmer over moderately high heat until reduced to 1 cup, about 15 minutes. Transfer the glaze to a heatproof cup. Preheat the broiler. Transfer the short ribs to a plate and pour the pan juices and vegetables into a bowl. Skim off all of the fat. Transfer the pan juices and vegetables to a blender. Add 1/2 cup of the glaze and puree the pan sauce until very smooth. Return the short ribs to the roasting pan and brush with 1/4 cup of the glaze. Broil 8 inches from the heat for about 3 minutes, until caramelized and sizzling. Turn the ribs and repeat the process with the remaining 1/4 cup of glaze. Serve the ribs with the pan sauce."
Turkey Cranberry Roll-Ups,1 (6-ounce) box dried one-step seasoned stuffing mix 1 cup water 1/4 cup Fresh Buttery Taste Spread 1/3 cup whole berry cranberry sauce 8 (1/8-inch thick) slices (about 12 ounces) deli turkey breast 1/2 cup reduced sodium chicken broth 1/2 cup whole berry cranberry sauce Chopped fresh parsley,"Prepare stuffing mix according to package directions, using 1 cup water and 1/4 cup Fresh Buttery Taste Spread. Combine prepared stuffing and 1/3 cup cranberry sauce in medium bowl; mix lightly. Evenly divide stuffing mixture in center of turkey slices. Roll up each slice; secure with toothpick. Place chicken broth in 12-inch skillet. Bring to a boil over high heat (1 to 2 minutes). Reduce heat to medium; add roll-ups. Cover; cook until roll-ups are heated through (3 to 4 minutes). To serve, remove toothpicks. Garnish each roll-up with 1 tablespoon cranberry sauce and parsley."
Zucchini Bread,3 cups flour 1 1/2 cups sugar 1 tsp. cinnamon 1/2 tsp. ginger 1 tsp. salt 1 tsp. baking powder 3/4 tsp. baking soda 1 cup chopped nuts 2 cups shredded zucchini 1 cup raisins or currants or blueberries *3 eggs *1 cup oil *2 tsp. vanilla,"In a large bowl stir together all ingredients until you get to * sign. In another bowl beat eggs, oil and vanilla. Pour over flour mixture. Stir until moistened. Pour into 2 loaf pans or one 9x13 oblong pan. Do not fill full. Bake at 350 degrees for 1 hour."
Flank Steak On The Grill,"1 1/2 c. salad oil 3/4 c. soy sauce 1/4 c. Worcestershire sauce 2 Tbsp. dry mustard 2 1/4 tsp. salt 1 Tbsp. coarse, freshly ground pepper 1/2 c. red wine vinegar 1 1/2 tsp. dried parsley flakes garlic powder 1/3 c. fresh lemon juice flank steak",Combine all ingredients (except flank steak). Mix. Makes about 3 1/4 cups of marinade. Put flank steak in marinade and refrigerate several hours or overnight. Grill.
Dirt Pudding,"1 pkg. crushed chocolate sandwich cookies with white cream filling 8 oz. cream cheese, softened 12 oz. nondairy frozen whipped cream 6 oz. French vanilla instant pudding 3 1/2 c. milk 1/4 c. confectioners sugar 1 stick butter, softened","Crush the cookies. Mix butter (softened), cream cheese (softened), sugar, milk and pudding. Layer mixture and cookies in large bowl. Chill 2 to 3 hours."
Pesto & Yoghurt Dip or Spread,"1 lebanese cucumber, grated 2 tablespoons pesto sauce 2 tablespoons fresh basil, chopped 1 cup greek style natural yoghurt",Combine all ingredients together. Serve with lebanese bread & vegetable crudites.
Bacon And Baked Potato Soup,"2- six to eight oz baking potato 3 T butter 1/2 c chopped onion 1/4 c celery 3 T flour 1/2 tsp dried thyme 1/4 tsp salt 1/8 tsp black pepper 4 c half and half, or milk (your choice) 1 1/4 c shredded american cheese 1 c chicken broth (1 can) Bacon green onion sour cream","Scrub potato and back at 425 degrees for 40-60 minutes, peel and chop into small squares. Melt butter, add onion, celery and cook about 5 minutes. Stir in flour, thyme, salt and pepper. Add milk all at once, cook and stir for 5-6 minutes add potato and cheese and broth. Serve with crumbled bacon, onion and sour cream on the side."
